Clothing,Winter,Rainy,434623,179,130.28
Clothing,Winter,Sunny,429071,178,129.16
Clothing,Winter,Snowy,428034,179,130.94
Clothing,Winter,Cloudy,428019,179,130.77
Clothing,Autumn,Snowy,242113,141,92.37
Clothing,Summer,Rainy,240784,143,94.02
Clothing,Autumn,Sunny,239519,143,93.05
Clothing,Summer,Snowy,238406,142,92.84
Clothing,Summer,Sunny,234964,143,93.99
Clothing,Autumn,Rainy,232749,142,93.4
Clothing,Summer,Cloudy,229167,141,92
Clothing,Autumn,Cloudy,226159,141,92.95
Clothing,Spring,Snowy,166162,144,94.9
Clothing,Spring,Rainy,156884,141,92.67
Clothing,Spring,Sunny,153038,141,92.92
Clothing,Spring,Cloudy,151188,142,93.38
Electronics,Winter,Snowy,222671,141,92.43
Electronics,Winter,Sunny,221521,141,92.96
Electronics,Winter,Cloudy,220230,140,92.38
Electronics,Winter,Rainy,180190,123,74.34
Electronics,Summer,Snowy,176826,143,94.16
Electronics,Autumn,Cloudy,173583,141,91.55
Electronics,Autumn,Sunny,170463,142,94.18
Electronics,Summer,Sunny,168987,140,91.89
Electronics,Autumn,Snowy,168276,143,93.75
Electronics,Summer,Cloudy,165798,142,93.3
Electronics,Summer,Rainy,139271,123,74.64
Electronics,Autumn,Rainy,138323,122,74.41
Electronics,Spring,Cloudy,116793,143,93.51
Electronics,Spring,Snowy,110399,141,93.09
Electronics,Spring,Sunny,110226,142,92.39
Electronics,Spring,Rainy,93486,121,74.67
Furniture,Winter,Cloudy,168576,141,91.87
Furniture,Winter,Sunny,168454,142,93.33
Furniture,Winter,Rainy,165337,140,91.7
Furniture,Winter,Snowy,164220,142,93.47
Furniture,Summer,Snowy,134149,141,92.39
Furniture,Autumn,Cloudy,132330,142,93.19
Furniture,Summer,Cloudy,130704,141,93.29
Furniture,Autumn,Sunny,127206,143,94.3
Furniture,Autumn,Rainy,127170,141,92.42
Furniture,Autumn,Snowy,127153,140,92.47
Furniture,Summer,Sunny,127117,143,93.88
Furniture,Summer,Rainy,121931,140,92.86
Furniture,Spring,Sunny,90067,143,94.91
Furniture,Spring,Snowy,85130,140,92.13
Furniture,Spring,Cloudy,84894,143,94.01
Furniture,Spring,Rainy,80913,140,91.53
Groceries,Winter,Rainy,58499,139,91.69
Groceries,Winter,Cloudy,57865,140,93.48
Groceries,Summer,Sunny,57628,170,121.58
Groceries,Summer,Snowy,56957,164,118.41
Groceries,Summer,Rainy,55731,175,121.68
Groceries,Winter,Sunny,53323,142,94.38
Groceries,Winter,Snowy,52520,140,90.87
Groceries,Summer,Cloudy,51598,168,120.84
Groceries,Autumn,Cloudy,43819,141,92.84
Groceries,Autumn,Rainy,43628,140,92.04
Groceries,Autumn,Sunny,42364,145,94.99
Groceries,Autumn,Snowy,42146,141,94.08
Groceries,Spring,Rainy,29784,143,93.96
Groceries,Spring,Cloudy,29362,143,93.81
Groceries,Spring,Sunny,27842,142,92.19
Groceries,Spring,Snowy,26484,142,91.96
Toys,Winter,Rainy,92324,142,94.89
Toys,Winter,Sunny,83004,141,92.64
Toys,Winter,Cloudy,80985,142,93.19
Toys,Winter,Snowy,78206,139,90.73
Toys,Autumn,Sunny,66126,144,94.74
Toys,Summer,Cloudy,65494,139,92.51
Toys,Autumn,Snowy,65129,141,93.85
Toys,Summer,Rainy,64683,143,92.14
Toys,Autumn,Rainy,63615,139,91.27
Toys,Summer,Sunny,63213,140,92.69
Toys,Autumn,Cloudy,62747,142,93.51
Toys,Summer,Snowy,62422,143,93.45
Toys,Spring,Sunny,44257,139,92.59
Toys,Spring,Rainy,43459,142,92.27
Toys,Spring,Cloudy,41798,144,94.78
Toys,Spring,Snowy,41031,141,93.25
